ticker,close,open,high,low,volume,change_%,value_traded,high_52w,low_52w,market_cap,roe,pe,pb,perf_y,rvol,tarih,dist_from_52w_low,stop_price,target_cup,target_bagger,potansiyel_cup,mcap_milyon,score_base,score_quality,score_flow,score_ignition,quant_score,regime,score_diff,perf_1m,perf_w,sector,industry,oper_margin
ACI,12.14,12.52,12.57,12.055,7765576.0,-3.2669322709163353,94274092.64,20.0,10.86,5891853888.691632,2.71655985114741,162.2994652406417,3.678654109547532,-36.30640083945435,1.3189667154011222,2026-09-08,11.8,10.43,20.0,30.35,64.7,5891.9,100.0,30.0,13.2,46.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,1.5050167224080242,-2.0967741935483852,Retail Trade,Food Retail,1.96399758269827
CCC,7.08,7.525,7.5328,6.99,13454282.0,-5.72569906790945,95256316.56,9.9,4.08,4170082531.6218367,2.16700461357651,100.42553191489363,2.3479939243999017,-27.828746177370036,1.9026949339680834,2026-09-08,73.5,3.92,9.9,17.7,39.8,4170.1,20.0,30.0,19.0,66.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,7.92682926829269,-3.934871099050204,Technology Services,Packaged Software,15.4880011508825
PRIM,75.45,75.55,77.26,74.925,1262857.0,1.3704151551793577,95282560.65,205.5,65.0,4061649224.6009674,8.8903704368773,29.69186572744087,2.5284056065258,-35.929008152173914,1.1621199136197748,2026-09-08,16.1,62.4,205.5,188.62,172.4,4061.6,100.0,40.0,11.6,47.5,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-8.964768339768332,5.731502242152471,Industrial Services,Engineering & Construction,3.02873800386644
RLAY,19.11,18.775,19.28,18.3141,5029434.0,0.36764705882353094,96112483.74,21.27,3.865,4187796789.981618,-36.7735511520139,15.0,4.6922304422875305,362.7118644067797,1.9539060160232886,2026-09-08,394.4,3.71,21.27,47.77,11.3,4187.8,20.0,55.0,64.9,70.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-0.010464629552108057,5.289256198347113,Health Technology,Biotechnology,-2999.37198067633
RNG,70.19,72.07,72.07,69.3175,1373049.0,-4.360267066357818,96374309.31,77.95,24.14,5861297579.468455,12.0,55.901561006690024,2.0,120.37676609105179,0.9552709139988391,2026-09-08,190.8,23.17,77.95,175.47,11.1,5861.3,20.0,45.0,10.0,33.4,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,11.41269841269841,0.25710612769603286,Technology Services,Packaged Software,7.43283984120116
NAMS,25.63,24.02,26.19,23.24,3801422.0,0.9055118110236238,97430445.86,42.205,23.05,3063737631.7830706,-36.8111926997225,15.0,4.775586560534239,-3.863465866466621,3.766152732887059,2026-09-08,11.2,22.13,42.2,64.08,64.7,3063.7,100.0,55.0,73.4,100.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-8.627450980392164,1.4246141669964363,Health Technology,Pharmaceuticals: Major,-3432.20053363292
DNN,3.35,3.42,3.48,3.33,29137323.0,-2.0467836257309897,97610032.05,4.43,2.2,3032473885.3177967,-66.8238032882293,15.0,14.908586776341648,41.94915254237289,1.0846862743249843,2026-09-08,52.3,2.11,4.43,8.38,32.2,3032.5,20.0,55.0,10.8,38.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,6.012658227848099,1.8237082066869317,Non-Energy Minerals,Other Metals/Minerals,-2100.65966283899
PTEN,12.66,12.725,13.045,12.63,7816794.0,1.9323671497584558,98960612.04,13.305,5.1,4828332707.603865,-2.785530021401,15.0,1.5575710749454972,121.71628721541155,0.882197285074369,2026-09-08,148.2,4.9,13.3,31.65,5.1,4828.3,20.0,55.0,10.0,40.5,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,27.87878787878788,-0.7448059584476725,Energy Minerals,Oil & Gas Production,-0.709771803260443
RHI,39.21,41.94,42.15,38.91,2545834.0,-7.914513856270544,99822151.14,46.699,21.83,4013607592.4330673,9.11105316487648,34.12532637075718,3.3234615534576375,6.664853101196961,1.2157678272626062,2026-09-08,79.6,20.96,46.7,98.03,19.1,4013.6,20.0,30.0,12.2,42.6,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-4.167175852376875,-13.672391017173053,Commercial Services,Personnel Services,0.201212831072657
G,35.35,36.79,36.91,35.3,2829921.0,-5.278670953912108,100037707.35000001,48.64,26.85,5940016294.800375,22.4468583474849,10.529921658574365,2.2803376834994507,-21.636000886721344,1.4374712275498696,2026-09-08,31.7,25.78,48.64,88.38,37.6,5940.0,65.0,85.0,14.4,50.3,0.0,NÖTR,0.0,0.7553085364115735,-7.0226196738558695,Commercial Services,Miscellaneous Commercial Services,16.0680523916373
FLNC,11.04,10.66,11.37,10.62,9146798.0,6.6666666666666625,100980649.91999999,33.51,6.6024,2037944005.3333333,-20.7196058386306,15.0,4.2341678939617085,45.64643799472294,1.6738249716118725,2026-09-08,67.2,6.34,33.51,27.6,203.5,2037.9,20.0,55.0,25.1,91.9,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-17.42707554225879,4.328104328104312,Producer Manufacturing,Electrical Products,-3.7398209025998304
ATRC,53.73,54.31,55.72,51.735,1880222.0,4.289596273291913,101024328.05999999,55.72,25.36,2733046047.6620727,2.15144088634797,248.17551963048498,5.291818216737037,51.82254874258264,2.405619067346694,2026-09-08,111.9,24.35,55.72,134.32,3.7,2733.0,20.0,30.0,24.1,100.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,36.19771863117869,10.943629981416473,Health Technology,Medical Specialties,2.43845918872515
BBWI,18.9,19.65,19.73,18.69,5359331.0,-3.126601742696068,101291355.89999999,28.36,14.275,3811096392.8088155,12.0,4.910238757112052,2.0,-36.127069956066244,0.6814407562637722,2026-09-08,32.4,13.7,28.36,47.25,50.1,3811.1,65.0,70.0,10.0,23.9,0.0,NÖTR,0.0,-6.435643564356439,0.6925945657964785,Retail Trade,Specialty Stores,14.8682385575589
HP,43.71,44.94,45.56,43.64,1321213.0,-1.4652840396753801,57750220.230000004,48.17,19.91,4368331212.83724,-5.22621458655978,15.0,1.6969821205404718,116.27906976744185,0.9083266027626827,2026-09-08,119.5,19.11,48.17,109.28,10.2,4368.3,20.0,55.0,10.0,31.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,19.13327882256747,-1.6647919010123777,Industrial Services,Contract Drilling,2.67805841453136
NUAI,6.6,5.6,6.71,5.6,15409009.0,21.996303142329012,101699459.39999999,9.445,0.3599,703291583.7338263,-77.9011692822402,15.0,5.071539442745393,1930.7692307692307,3.086363136078811,2026-09-08,1733.8,0.35,9.45,16.5,43.2,703.3,20.0,55.0,86.1,100.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,24.060150375939838,43.79084967320261,Industrial Services,Engineering & Construction,-3824.7550545834
FRVO,18.9,18.62,19.2748,17.84,5461888.0,4.074889867841401,103229683.19999999,42.65,14.6,5571024342.621146,12.0,15.0,1.9940410877968906,-47.50000000000001,0.5732485567185086,2026-09-08,29.5,14.02,42.65,47.25,125.7,5571.0,65.0,70.0,39.2,40.4,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-18.674698795180724,14.754098360655737,Utilities,Alternative Power Generation,10.0
HRB,45.89,48.67,49.0187,45.85,2280872.0,-6.461475743986958,104669216.08,58.67,28.16,5656673343.616184,707.453097139313,8.020063265698457,48.501823178143,-9.86053820467491,1.6691549277118758,2026-09-08,63.0,27.03,58.67,114.72,27.8,5656.7,20.0,100.0,16.7,58.4,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,0.3937869175235172,-11.800884105323851,Consumer Services,Other Consumer Services,23.9451491765584
TREX,45.78,45.87,46.4,45.51,2307496.0,0.32873109796186406,105637166.88,62.45,29.77,4663388443.648914,17.7409722618187,27.050342708579535,4.616832175427521,-28.913043478260875,1.8289353208088892,2026-09-08,53.8,28.58,62.45,114.45,36.4,4663.4,20.0,70.0,18.3,65.7,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-5.879934210526314,1.755945765725715,Non-Energy Minerals,Forest Products,20.1669847130752
MTN,132.99,135.7,137.4,132.25,797535.0,-1.4596917605216353,106064179.65,163.34,118.51,4738902838.58269,21.0392909414817,30.213326669241432,8.58908780903666,-15.620836241355246,1.5242983518232007,2026-09-08,12.2,113.77,163.34,332.48,22.8,4738.9,90.0,60.0,15.2,53.4,0.0,NÖTR,0.0,-9.61054849452864,-2.2276135862373185,Consumer Services,Hotels/Resorts/Cruise lines,16.1432494238767
CRGY,14.19,14.25,14.4,14.05,7479234.0,3.0501089324618733,106130330.46,14.535,7.68,4688428467.962962,1.13592440283054,15.0,0.9098696815263753,60.70215175537939,1.564509622845117,2026-09-08,84.8,7.37,14.54,35.48,2.5,4688.4,20.0,55.0,15.6,70.0,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,27.26457399103138,1.3571428571428537,Energy Minerals,Integrated Oil,24.6725653859809
CVCO,548.04,561.41,564.48,546.03,194368.0,-3.2056376834631637,106521438.72,713.005,443.335,4214099685.867005,16.6584759581635,23.84493223399395,3.804982232793623,0.5707155047437311,2.177975740258285,2026-09-08,23.6,425.6,713.0,1370.1,30.1,4214.1,90.0,70.0,21.8,76.2,0.0,NÖTR,0.0,-6.196083801177606,-0.21121631463949048,Consumer Durables,Homebuilding,9.6172234851304
BB,7.87,7.71,8.005,7.53,13600750.0,2.207792207792207,107037902.5,13.59,3.1201,4612610799.641918,8.11825120808079,80.94384430806382,6.156088219106491,102.83505154639175,1.4443853317504312,2026-09-08,152.2,3.0,13.59,19.68,72.7,4612.6,20.0,30.0,44.7,61.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-12.45828698553949,-1.992528019925271,Technology Services,Packaged Software,13.235635137979198
ARQT,24.39,24.84,25.13,24.09,4560261.0,2.0502092050209293,111224765.79,31.77,16.57,3065626932.9740586,15.8635861750563,117.76919362626751,13.886911912909307,40.90121317157714,2.981423265695511,2026-09-08,47.2,15.91,31.77,60.98,30.3,3065.6,20.0,45.0,29.8,100.0,0.0,⚠️ BİYOTEK TUZAĞI (FDA RİSKİ),0.0,-8.480300187617253,2.522068095838594,Health Technology,Pharmaceuticals: Major,7.382414366105511
BULL,9.57,9.935,10.01,9.45,11703276.0,-1.7453798767967137,112000351.32000001,16.04,4.5,5069845194.02464,4.74634414724858,116.84981684981685,4.858361254949741,-25.409197194076384,0.6299958751665833,2026-09-08,112.7,4.32,16.04,23.93,67.6,5069.8,20.0,30.0,10.0,22.0,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,30.648464163822524,2.79269602577873,Technology Services,Packaged Software,12.4378606947845
CE,44.53,45.2,45.7,44.32,2522358.0,-0.3134094470561911,112320601.74000001,70.7,35.13,4887119736.167003,-24.5684634120513,15.0,1.172813688813786,-6.918896321070238,1.8700563509910448,2026-09-08,26.8,33.72,70.7,111.33,58.8,4887.1,65.0,55.0,18.7,65.5,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,0.9064128710627658,-1.678074630161179,Process Industries,Chemicals: Specialty,8.74176276771005
TENB,33.7,33.68,34.55,32.84,3409844.0,-1.605839416058386,114911742.80000001,43.67,15.725,3711717464.735767,2.45566365202569,583.044982698962,18.759637276568267,8.60457621656462,0.6348343433836056,2026-09-08,114.3,15.1,43.67,84.25,29.6,3711.7,20.0,30.0,10.0,22.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-6.232609905397871,-9.554482018250123,Technology Services,Packaged Software,4.20405945537254
RELY,24.83,25.96,26.05,24.695,4682950.0,-5.1203668322506815,116277648.49999999,27.479,12.08,5256115014.158196,32.2455689645147,17.871023463365482,4.664154572674779,26.5545361875637,1.3205274733133157,2026-09-08,105.5,11.6,27.48,62.07,10.7,5256.1,20.0,85.0,13.2,46.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-4.0571870170015485,-5.409523809523816,Commercial Services,Miscellaneous Commercial Services,10.3629528483463
VAL,85.51,87.61,89.325,85.3,1362283.0,-1.4180308969333524,116488819.33000001,114.12,46.7,5937455648.384599,33.8570193139768,6.384726235542714,1.8399238296063993,70.54248105305146,1.6305414774687905,2026-09-08,83.1,44.83,114.12,213.78,33.5,5937.5,20.0,85.0,16.3,57.1,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,11.051948051948058,-2.441528807758129,Industrial Services,Contract Drilling,12.0877578706201
FND,47.92,49.57,50.135,47.565,2557638.0,-4.598845311566784,122562012.96000001,92.405,42.64,5102999188.674498,9.6935086016998,22.358046003825876,2.052178083834387,-44.86884491486424,1.0834990619713196,2026-09-08,12.4,40.93,92.41,119.8,92.8,5103.0,100.0,40.0,10.8,37.9,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-21.13232389730085,-4.370385152664134,Retail Trade,Home Improvement Chains,6.5571446338576
CROX,114.35,117.02,117.3,114.04,887937.0,-2.7056921637028903,101535595.94999999,141.28,73.205,5482519381.950992,42.2996417078699,9.879220375298061,3.972223959093214,31.95245788137549,0.9742087366172567,2026-09-08,56.2,70.28,141.28,285.88,23.6,5482.5,20.0,100.0,10.0,34.1,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-14.791356184798806,-3.0767926767248768,Consumer Non-Durables,Apparel/Footwear,20.8115385317295
FOUR,42.29,45.3,45.71,41.51,1935310.0,-7.945145842403131,81844259.89999999,88.51,34.56,3339223101.2414017,6.54103722161657,68.03410553410554,5.447292390406892,-51.89945404913558,0.9546745761899186,2026-09-08,22.4,33.18,88.51,105.72,109.3,3339.2,100.0,30.0,10.0,33.4,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-3.2265446224256373,1.3662511984659642,Commercial Services,Miscellaneous Commercial Services,9.66352286747945
EXK,11.13,11.065,11.29,11.045,7421607.0,0.0899280575539709,82602485.91000001,15.15,5.75,3296087871.6000004,10.4055395872668,65.08711029604402,4.632283431218657,81.27035830618895,0.8031111589699234,2026-09-08,93.6,5.52,15.15,27.83,36.1,3296.1,20.0,30.0,10.0,28.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,17.157894736842113,8.904109589041097,Non-Energy Minerals,Precious Metals,26.264271972937404
IOVA,8.7,8.69,8.91,8.48,9535867.0,-1.0238907849829335,82962042.89999999,9.36,1.76,3940851471.9795218,-40.3639372534476,15.0,5.354109740787239,250.80645161290317,0.8922958526388028,2026-09-08,394.3,1.69,9.36,21.75,7.6,3940.9,20.0,55.0,10.6,31.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,32.4200913242009,8.4788029925187,Health Technology,Biotechnology,-91.1719896955763
BOX,34.3,34.86,34.87,33.85,2419346.0,-2.529127593066214,82983567.8,36.34,21.34,4705985880.466041,70.2265998205256,49.502092654062636,2.0,4.764813683567486,0.6111392092216635,2026-09-08,60.7,20.49,36.34,85.75,5.9,4706.0,20.0,60.0,10.0,21.4,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,6.787048567870485,-3.894648360885404,Technology Services,Information Technology Services,9.44460200798982
QUBT,8.22,8.33,8.595,8.21,10169338.0,2.621722846441958,83591958.36,25.84,6.18,1860571265.550562,-1.50672528445388,15.0,1.1686677614041074,-45.199999999999996,1.6955941577793214,2026-09-08,33.0,5.93,25.84,20.55,214.4,1860.6,65.0,55.0,17.0,72.5,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-8.053691275167774,2.8014007003501775,Technology Services,Information Technology Services,-775.47842019544
LOPE,151.53,152.52,152.735,149.425,553828.0,-0.7467085871487433,83921556.84,223.04,134.27,3949634975.4307337,30.9786975339986,18.305367303301562,5.937542367634693,-25.992673992673993,1.6756485926836737,2026-09-08,12.9,128.9,223.04,378.82,47.2,3949.6,90.0,85.0,35.8,58.6,0.0,NÖTR,0.0,1.8757563533682882,1.6775145943769711,Commercial Services,Miscellaneous Commercial Services,27.7673969805598
SLS,13.96,13.77,14.37,13.32,6031101.0,0.7215007215007319,84194169.96000001,15.8765,1.39,2819162031.425686,-39.6337108146882,15.0,20.477014697685334,623.3160621761658,0.8208358819286758,2026-09-08,904.3,1.33,15.88,34.9,13.8,2819.2,20.0,55.0,23.5,32.3,0.0,⚠️ BİYOTEK TUZAĞI (FDA RİSKİ),0.0,16.820083682008384,7.219662058371746,Health Technology,Pharmaceuticals: Major,10.0
FBIN,42.19,42.96,43.165,42.12,2023875.0,-2.134075620505687,85387286.25,64.84,32.34,5036282611.234052,6.40622983263778,34.16747651441529,2.184239204996984,-30.264462809917358,1.0540204248860425,2026-09-08,30.5,31.05,64.84,105.47,53.7,5036.3,65.0,30.0,10.5,36.9,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-16.156597774244837,-3.982703686845699,Producer Manufacturing,Building Products,15.1597258589676
UMAC,25.98,24.0,26.12,23.76,3305143.0,9.343434343434339,85867615.14,34.9264,7.245,1297870007.7727273,-2.94215750942946,15.0,3.3446753617926843,168.11145510835914,1.0362807352114087,2026-09-08,258.6,6.96,34.93,64.95,34.4,1297.9,20.0,55.0,72.1,83.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,3.0952380952381,13.202614379084972,Electronic Technology,Electronic Equipment/Instruments,-93.5187883201197
INSW,103.81,105.69,106.73,102.89,828402.0,-0.6602870813397108,85996411.62,106.73,42.26,5141845398.38689,37.4116050605098,6.629202720393372,2.2692982160837083,119.14713953979314,1.4483003142405482,2026-09-08,145.6,40.57,106.73,259.52,2.8,5141.8,20.0,100.0,14.5,50.7,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,11.69571766731225,3.4376245516141917,Transportation,Marine Shipping,55.6529596108849
CLMT,53.91,53.93,54.68,53.45,1604262.0,1.468097120271022,86485764.42,54.695,17.08,4738593755.955956,12.0,15.0,2.0,200.16703786191533,1.4306115132934183,2026-09-08,215.6,16.4,54.7,134.77,1.5,4738.6,20.0,55.0,14.3,57.4,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,31.970624235006106,5.80961727183512,Energy Minerals,Oil Refining/Marketing,1.19353574073267
KSS,18.61,19.32,19.465,18.525,4671663.0,-4.26954732510289,86939648.42999999,25.22,11.38,2109935642.598765,6.67078443483632,8.117421268428856,0.5045416885364657,10.905840286054817,0.807170966633634,2026-09-08,63.5,10.92,25.22,46.52,35.5,2109.9,20.0,55.0,10.0,28.3,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,0.2154011847065113,6.831228473019504,Retail Trade,Department Stores,3.86260531432275
RH,142.45,147.19,148.085,142.08,613314.0,-3.7434961821744848,87366579.3,248.44,106.3037,2692443070.329076,12.0,27.478780864197528,47.29588397982661,-43.541674923704974,0.926306333220109,2026-09-08,34.0,102.05,248.44,356.12,74.4,2692.4,65.0,55.0,10.0,32.4,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-25.80729166666667,-2.290966458604845,Retail Trade,Specialty Stores,11.6693306774955
CELC,93.02,93.62,97.43,92.61,940739.0,-2.800417972831773,87507541.78,151.02,44.42,4551645904.673563,-1433.70260175983,15.0,2.0,66.76228038723556,1.3424532269271225,2026-09-08,109.4,42.64,151.02,232.55,62.4,4551.6,20.0,55.0,13.4,47.0,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-2.0739025160543205,4.516853932584265,Health Technology,Medical Specialties,10.0
UUUU,14.62,14.59,15.14,14.34,6438662.0,1.0366275051831277,94133238.44,27.9,10.69,3870330077.9253626,-11.4111863044592,15.0,4.610082268841582,25.817555938037867,1.1131040313163945,2026-09-08,36.8,10.26,27.9,36.55,90.8,3870.3,20.0,55.0,11.1,44.1,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,5.407354001441961,2.5964912280701697,Non-Energy Minerals,Other Metals/Minerals,-78.6465326499699
RARE,14.88,15.097,15.25,14.6283,5915851.0,-2.7450980392156854,88027862.88000001,39.8899,13.81,1467002476.0470586,12.0,15.0,2.0,-53.16336166194523,0.9960466928009232,2026-09-08,7.7,13.26,39.89,37.2,168.1,1467.0,100.0,55.0,10.0,34.9,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-43.50797266514807,-40.987507436049974,Health Technology,Pharmaceuticals: Major,-73.7711892185183
VSH,31.47,32.09,32.665,31.38,2799023.0,-1.0377358490566095,88085253.81,69.47,11.77,4826850292.970754,1.1341307952574,164.42006269592477,1.6570579770202338,100.95785440613025,0.6120603812394168,2026-09-08,167.4,11.3,69.47,78.67,120.7,4826.9,20.0,30.0,10.0,21.4,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-4.953186348535188,6.497461928934004,Electronic Technology,Electronic Production Equipment,3.3013705274390204
BILL,47.6,48.44,48.44,46.935,1877149.0,-3.1733116354759874,89352292.4,57.21,31.41,4059174675.907242,-0.301962135989884,15.0,1.2412043332633633,-6.976744186046512,1.037104452990715,2026-09-08,51.5,30.15,57.21,119.0,20.2,4059.2,20.0,55.0,10.4,36.3,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-0.8333333333333304,-2.1381578947368403,Technology Services,Packaged Software,1.05543259246982
JBLU,4.52,4.575,4.64,4.5,19771308.0,-2.3758099352051905,89366312.16,6.62,3.87,1705451162.5485961,-44.3554443053817,15.0,1.073748975543704,-11.71875000000001,1.018939397550837,2026-09-08,16.8,3.72,6.62,11.3,46.5,1705.5,90.0,55.0,10.2,35.7,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-25.59670781893005,0.444444444444435,Transportation,Airlines,-5.88235294117647
ALK,40.74,41.53,41.9,40.61,2210884.0,-3.092293054234056,90071414.16000001,65.88,33.03,4546711163.262132,-4.59800315291645,15.0,1.2384845861260543,-35.51756885090219,1.0346403212485746,2026-09-08,23.3,31.71,65.88,101.85,61.7,4546.7,100.0,55.0,10.3,36.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-20.739299610894932,0.32011819748830966,Transportation,Airlines,-0.318363476258213
SON,49.87,51.89,51.89,49.84,1814946.0,-4.003849855630424,90511357.02,60.67,38.65,4930896321.997112,18.9251949473233,7.688749788008201,1.3768537277203419,7.850346020761235,1.7168488614399315,2026-09-08,29.0,37.1,60.67,124.67,21.7,4930.9,65.0,85.0,17.2,60.1,0.0,NÖTR,0.0,-12.539459838653114,-9.47540388455256,Process Industries,Containers/Packaging,9.95874064793606
TDS,37.93,37.75,38.41,37.6,2391927.0,0.2643404705260413,90725791.11,49.12,31.51,4081268139.3674335,10.5558163893218,13.93665490887713,1.0658278669729928,-2.518632742225641,2.0666561890681785,2026-09-08,20.4,30.25,49.12,94.83,29.5,4081.3,90.0,55.0,20.7,73.7,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,7.694491766042025,13.122576796898295,Communications,Wireless Telecommunications,-2.69204842109949
RRR,56.12,56.94,57.34,56.11,1619456.0,-1.8022747156605445,90883870.72,68.99,50.52,5893508760.046894,90.2181750206959,19.857051871771283,19.39787770903183,-10.465858328015319,1.8861057025879309,2026-09-08,11.1,48.5,68.99,140.3,22.9,5893.5,90.0,85.0,18.9,66.0,0.0,NÖTR,0.0,-9.571382533032557,-0.07122507122506971,Consumer Services,Hotels/Resorts/Cruise lines,28.5773568154499
SITE,99.52,100.69,102.29,99.52,913525.0,-1.0538874527739135,90914008.0,168.56,90.07,4344584659.967389,9.81343620965069,27.23590585659551,2.5802463886402784,-34.805109728136266,1.368463201705806,2026-09-08,10.5,86.47,168.56,248.8,69.4,4344.6,100.0,40.0,13.7,47.9,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-3.5658914728682234,2.6720313628391508,Distribution Services,Wholesale Distributors,4.8611402002262
IOND,81.96,76.0,85.0,75.25,1109515.0,7.601417881055523,90935849.39999999,85.0,50.0,3687886633.466719,12.0,15.0,7.2232773549902385,63.91999999999999,2.3598768924489213,2026-09-08,63.9,48.0,85.0,204.9,3.7,3687.9,20.0,70.0,49.9,100.0,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,43.512519698826814,15.43661971830985,Technology Services,Data Processing Services,10.0
PEGA,35.8,36.925,37.12,34.8,2566528.0,-4.1755888650963655,91881702.39999999,68.1,25.1,5885696866.948607,54.693035683241,20.22484605389526,10.499980935788802,-35.92267764453195,1.1275871725430753,2026-09-08,42.6,24.1,68.1,89.5,90.2,5885.7,20.0,70.0,11.3,39.5,0.0,NÖTR,0.0,10.8359133126935,-1.2686155543298425,Technology Services,Information Technology Services,11.3180707182168
PI,171.82,172.95,176.25,171.48,537823.0,-0.4346062467404531,92408747.86,247.0635,87.36,5249859437.395608,-12.8746049728698,15.0,22.665871650643222,-10.51041666666667,1.624251103676425,2026-09-08,96.7,83.87,247.06,429.55,43.8,5249.9,20.0,55.0,16.2,56.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-1.817142857142861,0.9458903707185154,Electronic Technology,Semiconductors,-1.80499293452661
VRNS,45.46,45.76,45.98,44.66,2033149.0,-1.3668908656975538,92426953.54,63.9,19.7,5221557495.563896,-35.9749208643345,15.0,11.746557555806485,-18.864893806889167,1.027194873233335,2026-09-08,130.8,18.91,63.9,113.65,40.6,5221.6,20.0,55.0,25.1,36.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,4.626006904487912,5.7947405166395205,Technology Services,Packaged Software,-24.0147745746219
POST,82.36,84.39,84.39,82.13,1123050.0,-2.693761814744803,92494398.0,117.28,75.4,3620282530.6389413,8.28644935116338,15.124970157750722,1.1761800966507001,-23.400297619047617,1.3191691648128054,2026-09-08,9.2,72.38,117.28,205.9,42.4,3620.3,90.0,55.0,13.2,46.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-3.604868913857676,-0.9977160716432243,Consumer Non-Durables,Food: Specialty/Candy,10.2930163447251
QLYS,170.32,169.73,173.035,165.51,550990.0,-0.7748325080104936,93844616.8,201.54,74.51,5892220398.015497,38.5922887919357,29.501325065387213,10.497186492699672,25.911140681599747,0.9046428393756965,2026-09-08,128.6,71.53,201.54,425.8,18.3,5892.2,20.0,85.0,28.5,31.7,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-7.15726355955301,-7.0559345156889535,Technology Services,Packaged Software,35.0435843966584
BCRX,9.065,9.122,9.4,8.96,9687048.0,-8.985943775100415,87813090.11999999,11.22,6.0,2316425785.256024,12.0,15.0,2.0,9.745762711864403,4.01827015882355,2026-09-08,51.1,5.76,11.22,22.66,23.8,2316.4,20.0,70.0,30.0,100.0,0.0,⚠️ BİYOTEK TUZAĞI (FDA RİSKİ),0.0,-4.5789473684210575,-6.738683127572028,Health Technology,Biotechnology,40.8886545263567
